IDEPT,ISDEPT,ICLAS,ISCLAS,ISTORE,RANK,STORE,IMFGR,MFC,INUMBR,IDESCR,ISTYPE,iPhone,EOL,ICUCST,IBHAND,IBPOOQ,IBTOOQ,DC,AVAILABLE,Sugg,To Order,AVLST3WKSL,AVLST8WKSL,IBWKCR,IBWK01,IBWK02,IBWK03,IBWK04,IBWK05,IBWK06,IBWK07,IBWK08,IVNDP#,IRLSDT
7,74,740,103,433,B,Willow,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,1,1,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,441,B,River,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.3,1,1,0,0,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,449,A,Clarington,620,Affinity,1372830,SM GALAXY S II OTTERBOX DEF GR,1,,,30.2,2,0,0,0,2,1,2,0.7,0.3,1,1,1,0,0,0,0,0,0,ORC5727GRBK,111121
7,74,740,103,449,A,Clarington,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,1,0.6,3,0,1,2,1,1,0,0,0,ORC5930BK,120703
7,74,740,103,450,B,Ancaster,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,0,1,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,451,A,Woodstock,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,4,0,0,4,3,3,2.3,1.4,0,2,5,0,1,2,1,0,0,ORC5930BK,120703
7,74,740,103,457,B,Clark,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,0.7,0.5,1,0,2,0,1,1,0,0,0,ORC5930BK,120703
7,74,740,103,467,B,Stratford,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,1,1,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,468,B,Bridgeport,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,2,2,0.7,0.5,0,2,0,0,0,2,0,0,0,ORC5930BK,120703
7,74,740,103,473,B,Eagleson,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,1,2,0.7,0.4,0,1,0,1,0,0,1,0,0,ORC5930BK,120703
7,74,740,103,479,A,Highland Hills,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,2,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,619,B,Sarcee,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.4,0,1,1,0,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,626,B,McKnight,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,2,2,1,0.4,0,2,1,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,680,B,Red Deer,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,2,2,1.3,0.9,0,1,0,3,0,2,0,1,0,ORC5930BK,120703
7,74,740,103,686,B,Franklin,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,1,0.8,1,1,0,2,1,1,0,0,1,ORC5930BK,120703
7,74,740,103,5151,TEST,Halifax Shopping Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.3,2,1,0,0,0,0,1,0,0,ORC5930BK,120703
7,74,740,103,5170,A,Champlain Place,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,1,2,0.7,0.4,0,1,1,0,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,5171,A,McAllister Place,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,0.7,0.3,0,1,0,1,0,0,0,-1,1,ORC5930BK,120703
7,74,740,103,5250,B,Place Longeueil,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.3,0,1,0,0,1,0,0,0,0,ORC5930BK,120703
7,74,740,103,5255,A,Prom de L'Outaouais,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,2,2,1.3,1,0,1,2,1,0,1,1,1,1,ORC5930BK,120703
7,74,740,103,5257,A,Place Laurier,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,2,2,0.7,0.3,0,2,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5258,B-KIOSK,Le Boulevard Shopping Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,1,1,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5262,B,Carrefour Beauport,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,1,0.8,0,2,0,1,0,1,1,1,0,ORC5930BK,120703
7,74,740,103,5265,A,Carrefour Laval,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,2,2,1.3,1,0,2,0,2,0,1,0,3,0,ORC5930BK,120703
7,74,740,103,5268,A,Centre Regional Chateauguay,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.4,0,1,0,1,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,5269,A,Les Galeries de Granby,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,3,3,1.3,0.8,0,2,0,2,0,1,1,0,0,ORC5930BK,120703
7,74,740,103,5272,A,Montreal Eaton Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,2,2,0.7,0.3,0,1,0,1,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5276,TEST,Montreal Flagship,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.4,1,1,1,0,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,5373,A,Bowmanville,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,2,2,1.3,0.8,1,1,2,1,1,0,1,0,0,ORC5930BK,120703
7,74,740,103,5373,A,Bowmanville,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,1,0,1,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5377,A,Big Bay,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,2,0,0,4,2,2,1.7,1,0,1,1,3,0,1,1,0,1,ORC5930BK,120703
7,74,740,103,5390,A-KIOSK,Bramalea City Centre (K),620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,1,2,0.7,0.3,0,1,1,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5393,TEST,Sherway Gardens,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,1,0.6,1,2,1,0,0,1,1,0,0,ORC5930BK,120703
7,74,740,103,5403,A-KIOSK,Lynden Park Mall (K),620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.4,0,1,0,0,1,0,0,1,0,ORC5930BK,120703
7,74,740,103,5405,B,Downtown Chatham Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,0.7,0.5,0,1,1,0,0,1,0,1,0,ORC5930BK,120703
7,74,740,103,5408,B,Centre Mall,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,0.7,0.4,1,0,1,1,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,5409,A,Fairview Park Mall,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,-1,2,0,0,1,2,2,0.7,0.5,0,1,1,0,0,0,2,0,0,ORC5930BK,120703
7,74,740,103,5410,A,Markville Shopping Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,2,0,0,3,1,2,1.3,1,1,2,0,2,2,1,1,0,0,ORC5930BK,120703
7,74,740,103,5411,TEST,Upper Canada,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,1,0.5,0,2,0,1,0,0,0,1,0,ORC5930BK,120703
7,74,740,103,5411,TEST,Upper Canada,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,2,0,0,0,2,1,2,0.7,0.3,0,1,0,1,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5415,A,Pen Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,1,0.8,1,2,1,0,2,0,1,0,0,ORC5930BK,120703
7,74,740,103,5417,TEST,Sudbury Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,3,0,0,0,3,3,3,2,1.5,0,3,0,3,1,2,1,0,2,ORC5930BK,120703
7,74,740,103,5417,TEST,Sudbury Centre,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,2,0,0,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5430,TEST,Scarborough Towne Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,1,0,0,1,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5430,TEST,Scarborough Towne Centre,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,1,1,0,0,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5433,TEST,Yorkdale Shopping Centre #180,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.5,3,0,0,1,0,0,1,2,0,ORC5930BK,120703
7,74,740,103,5436,A,Bloor West,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,2,2,0.7,0.5,0,2,0,0,0,0,1,1,0,ORC5930BK,120703
7,74,740,103,5439,B,Brampton Campus,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,0,1,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5442,TEST,Masonville Place,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,7,0,0,0,7,2,2,2.7,1.6,1,1,3,4,1,1,2,1,0,ORC5930BK,120703
7,74,740,103,5459,A,Bovaird ,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,2,0,0,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5461,A,St Laurent Shopping Centre,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,3,3,0.7,0.4,1,2,0,0,0,1,0,0,0,ORC5930BOOM,120703
7,74,740,103,5464,A,Billings Bridge Plaza,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,2,0,0,0,2,1,2,0.7,0.3,0,1,1,0,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5465,B-KIOSK,Bayshore Shopping Centre (K),620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,2,0,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5470,A,Devonshire Mall,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,1,1,0,0,0,0,0,0,ORC5930BOOM,120703
7,74,740,103,5471,B,Tecumseh Mall,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,0.7,0.5,0,1,0,1,0,1,1,0,0,ORC5930BK,120703
7,74,740,103,5490,B,Taunton ,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,1,0,0,0,1,2,2,1,0.4,1,2,1,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5561,A,Kildonan Place,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,5,0,0,5,2,2,2.3,1.3,0,1,4,2,0,0,3,0,0,ORC5930BK,120703
7,74,740,103,5610,TEST,Market Mall,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,2,0,0,0,2,1,2,1,0.9,1,1,0,2,1,1,0,1,1,ORC5930BK,120703
7,74,740,103,5611,TEST,Sunridge Mall,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,3,3,0.7,0.4,1,2,0,0,0,1,0,0,0,ORC5930BOOM,120703
7,74,740,103,5613,A,Southcentre Mall ,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,2,2,1.3,0.9,0,1,2,1,0,3,0,0,0,ORC5930BK,120703
7,74,740,103,5680,A,Red Deer Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,3,0,0,3,3,3,1.7,0.9,0,1,1,3,0,1,0,0,1,ORC5930BK,120703
7,74,740,103,5750,A,Brentwood Mall,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,4,4,1.7,0.8,0,2,0,3,0,1,0,0,0,ORC5930BK,120703
7,74,740,103,5751,B,Capilano Mall,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.4,1,2,0,0,0,1,0,0,0,ORC5930BK,120703
7,74,740,103,5756,A,Davie,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,0,0,0,0,3,3,0.7,0.3,0,1,1,0,0,0,0,0,0,ORC5930BK,120703
7,74,740,103,5770,A-KIOSK,Mayfair Shopping Centre,620,Affinity,1396501,SM GALAXY S3 OTTER DEF BLACK,1,,,30.2,0,2,0,0,2,1,2,1,0.6,0,2,0,1,1,0,0,0,1,ORC5930BK,120703
7,74,740,103,5772,TEST,Hillside Mall,620,Affinity,1372830,SM GALAXY S II OTTERBOX DEF GR,1,,,30.2,-1,0,0,0,-1,2,2,0.3,0.1,0,1,0,0,0,0,0,0,0,ORC5727GRBK,111121
7,74,740,103,5773,B-KIOSK,Pine Centre Mall,620,Affinity,1396502,SM GALAXY S3 OTTER DEF PURPLE,1,,,30.2,0,0,0,0,0,1,2,0.3,0.1,0,1,0,0,0,0,0,0,0,ORC5930BOOM,120703
